-9.7118,-0.0098,-0.1862,3.172,0.61,-0.549,5583.073
-9.6432,-0.0588,-0.1862,3.904,1.525,1.281,5583.076
-9.7118,-0.0294,-0.1764,3.05,0,-0.854,5583.077
-9.7118,-0.0294,-0.1274,3.111,0.61,-0.305,5583.078
-9.7314,0,-0.1176,4.453,1.342,0.305,5583.08
-9.7314,0,-0.1176,4.453,0.366,-0.122,5583.081
-9.7314,-0.0098,-0.098,3.538,-0.122,-1.098,5583.082
-9.7314,-0.0098,-0.098,3.538,-0.122,-1.098,5583.082
-9.6726,0,-0.1568,4.453,0.488,-0.122,5583.083
-9.702,-0.0098,-0.1568,3.294,-0.244,0.366,5583.084
-9.4766,0,-0.1078,3.172,-0.183,0.061,5583.085
-9.6726,0.0294,-0.0784,3.172,-0.183,0.061,5583.086
-9.751,0,-0.1862,4.636,0.793,-0.305,5583.087
-9.7118,-0.0098,-0.1176,3.843,0.061,-0.305,5583.088
-9.7216,0,-0.147,4.026,0.427,0.366,5583.089
-9.6922,0,-0.147,3.172,0,0.244,5583.09
-9.5942,0.1078,-0.1176,2.867,-0.732,-0.244,5583.091
-9.359,0.2548,-0.1078,5.795,0.305,0,5583.093
-8.9278,-0.1078,0.1274,4.392,0.427,-0.732,5583.094
-9.1924,-0.1666,0.049,4.087,1.098,0,5583.095
-9.3394,0.1568,0,2.989,0.122,0.61,5583.096
-9.5452,-0.1764,-0.0588,3.355,0.671,-0.488,5583.097
-9.5452,-0.1764,-0.0588,3.355,0.671,-0.488,5583.098
-9.7706,0,-0.098,3.172,0.366,0.122,5583.099
-9.7706,0,-0.098,3.172,0.366,0.122,5583.1
-9.8294,-0.147,-0.098,5.368,-0.305,-0.061,5583.101
-9.8294,-0.147,-0.098,5.368,0.305,0.244,5583.102
-10.0842,0,-0.0882,4.941,0.854,0.366,5583.103
-9.9862,-0.3038,-0.147,4.27,0.732,0.061,5583.104
-9.9862,-0.3038,-0.147,4.514,1.281,-0.122,5583.105
-10.0842,-0.0392,-0.2842,4.148,1.098,0.488,5583.106
-10.0842,-0.0392,-0.2842,4.148,1.098,0.488,5583.107
-9.8686,-0.2744,-0.2254,4.392,-0.244,0.061,5583.108
-9.8294,-0.0294,-0.3626,6.222,-0.366,0.488,5583.109
-9.8294,-0.0294,-0.3626,6.222,-0.366,0.488,5583.11
-9.6236,-0.0196,-0.3528,6.222,0.427,0.488,5583.111
-9.6138,-0.0784,-0.2352,5.917,0,1.281,5583.112
-9.6824,0.0882,-0.2744,4.575,-0.183,1.647,5583.113
-9.4374,-0.0392,-0.3038,5.307,-1.525,-1.159,5583.114
-9.2414,-0.0294,-0.294,5.002,-0.488,0.244,5583.115
-9.4374,0.1666,-0.3038,6.039,0.366,0.793,5583.117
-9.1532,-0.049,-0.3038,6.405,0.61,0.366,5583.118
-9.3394,0.0294,-0.2548,5.49,-1.403,0.915,5583.12
-9.5354,0.0392,-0.2646,5.673,-0.732,0.671,5583.121
-9.5354,0,-0.2352,4.758,-1.281,-0.671,5583.122
-9.6726,0.1274,-0.196,6.1,-0.915,0.549,5583.123
-9.653,0.0294,-0.196,5.673,-1.037,0.183,5583.124
-9.653,0.0294,-0.196,5.673,-0.793,0.488,5583.125
-9.849,0.0882,-0.1862,5.551,-1.464,-1.708,5583.126
-9.849,0.0882,-0.1862,5.307,-2.44,-2.44,5583.127
-9.849,-0.0098,-0.1666,5.307,-2.44,-2.44,5583.127
-9.8882,-0.0294,-0.1078,5.307,-2.44,-2.44,5583.129
-10.0058,-0.049,-0.0784,6.954,-0.732,0,5583.13
-9.996,0,-0.098,6.1,-0.915,-0.671,5583.131
-9.8588,-0.0784,-0.0392,6.771,0.183,0.427,5583.132
-9.8588,-0.0784,-0.0392,6.649,-0.732,-0.366,5583.133
-9.653,-0.0686,-0.0294,6.649,-0.915,-1.281,5583.133
-9.702,-0.1078,0,6.832,-0.427,-0.732,5583.135
-9.4864,-0.0882,0.0098,7.381,-0.183,-0.976,5583.137
-9.506,-0.147,0.0098,7.625,-1.098,-1.098,5583.138
-9.4374,-0.1176,0.1274,7.869,-0.366,-0.61,5583.14
-9.2414,-0.1078,0.1176,7.869,-0.366,-0.61,5583.14
-8.9964,-0.0392,0.3234,7.869,1.464,-0.854,5583.142
-8.8102,-0.0294,0.3136,7.869,1.464,-0.854,5583.142
-9.2022,-0.1568,0.1666,8.845,4.453,-1.159,5583.144
-9.016,-0.147,0.1568,8.662,6.954,-1.403,5583.145
-8.8298,-0.1372,0.147,8.479,7.564,-1.342,5583.146
-9.7314,-0.3038,-0.392,8.052,6.832,-1.281,5583.147
-9.9862,-0.4116,-0.6076,8.906,6.71,-0.976,5583.149
-10.045,-0.3822,-0.637,8.357,6.893,0,5583.151
-10.045,-0.294,-0.588,8.357,6.893,0,5583.151
-9.9274,-0.2352,-0.5292,7.076,4.148,-1.22,5583.152
-9.9274,-0.2352,-0.5292,7.076,4.148,-1.22,5583.152
-9.8686,-0.1274,-0.392,7.625,4.148,1.952,5583.155
-9.6138,-0.0882,-0.4116,7.991,3.538,0.427,5583.156
-9.7608,-0.0392,-0.392,7.991,3.538,0.427,5583.157
-9.8,0,-0.4508,6.588,4.331,0.305,5583.158
-9.8784,-0.0196,-0.4802,7.259,4.27,2.135,5583.159
-9.6726,-0.0098,-0.4704,7.625,3.782,0.61,5583.16
-9.8196,0.1176,-0.4606,6.771,1.952,-0.366,5583.161
-9.7608,0.1568,-0.3626,6.771,1.708,1.159,5583.163
-9.5354,0.098,-0.3626,7.198,2.013,0.244,5583.165
-9.5354,0.098,-0.3626,7.198,2.013,0.244,5583.165
-9.5354,0.2254,-0.2548,7.991,-0.671,-0.305,5583.167
-9.5158,0.1568,-0.245,8.052,-0.305,0.061,5583.168
-9.4374,-0.4802,-0.4606,7.808,0.488,-0.427,5583.17
-9.3982,-0.3822,-0.3136,9.638,0.61,-0.427,5583.171
-9.5452,-0.0294,-0.3528,9.638,1.586,0,5583.172
-9.5158,-0.2842,-0.2842,9.882,2.013,-0.244,5583.173
-9.702,-0.3234,-0.294,10.98,3.172,-0.915,5583.175
-9.702,-0.3234,-0.294,10.614,3.416,-0.671,5583.175
-9.8,-0.3528,-0.4998,10.553,3.66,-1.098,5583.177
-9.604,-0.343,-0.4802,10.675,4.026,-0.854,5583.177
-9.9568,-0.3626,-0.539,11.163,2.989,-0.427,5583.179
-9.9078,-0.3626,-0.5586,10.98,2.806,0.244,5583.18
-9.653,-0.343,-0.5292,10.126,2.501,-0.061,5583.182
-9.849,-0.2058,-0.49,10.431,0.671,0.549,5583.183
-9.7804,-0.098,-0.4116,8.967,0.366,1.891,5583.185
-9.751,-0.147,-0.4214,9.333,0.671,1.342,5583.185
-9.751,-0.147,-0.4214,9.089,0.61,1.342,5583.186
-9.702,-0.049,-0.441,8.235,-0.732,0.427,5583.187
-9.751,0.0686,-0.2646,8.906,-0.244,1.098,5583.188
-9.7706,0.0098,-0.3234,8.906,-0.244,1.098,5583.189
-9.604,-0.0294,-0.1568,5.734,0,0.427,5583.191
-9.604,0.1372,-0.1274,4.941,0.244,0.976,5583.192
-9.3492,0,-0.0098,7.015,-0.305,1.586,5583.193
-9.4962,0.0098,0.0294,6.344,0.427,0.793,5583.194
-9.5648,0.0784,0.0294,5.429,0.793,0.244,5583.195
-9.5746,0,0.0784,7.015,2.135,0.488,5583.197
-9.555,0.0588,0.049,5.795,1.525,0.061,5583.2
-9.555,0.0588,0.049,5.795,1.525,0.061,5583.2
-9.3982,0.0588,0.0294,7.076,1.891,-0.854,5583.202
-9.6628,0,0.0392,7.869,1.83,-0.183,5583.204
-9.6628,0,0.0392,7.381,1.281,-0.183,5583.204
-9.6726,0.049,0.098,8.54,1.098,-1.22,5583.206
-9.702,0,0.1372,8.662,1.037,-1.098,5583.206
-9.506,0,0.1274,8.906,1.83,-0.061,5583.207
-9.6824,0,0.098,8.906,1.83,-0.061,5583.209
-9.457,0.049,0.0882,8.479,2.135,-0.61,5583.21
-9.6628,0.0392,0.196,7.869,0.305,-0.61,5583.211
-9.6726,0.0882,0.2156,7.32,2.074,0.183,5583.213
-9.5746,0.0588,0.2646,8.235,2.501,0.976,5583.214
-9.555,0.0686,0.3038,7.259,1.342,-0.671,5583.215
-9.604,-0.0196,0.2646,7.869,2.318,-0.488,5583.216
-9.604,-0.0196,0.2646,7.625,3.66,-0.549,5583.217
